"ville_ID","ville_nom","ville_insee","ville_zip","ville_lambertX","ville_lambertY","departement_ID","region_ID","zone_ID","pays_ID","ville_longitude","ville_latitude","canton_ID","arrondissement_ID","admin_ID","territoire_sante","secteur_apa_ID","secteur_Smur_ID","secteur_Adps_ID","secteur_Vsav_ID","zone_proximite"
"441","MENCHHOFFEN","67289",,"978","24414","67","42","1","1","7.495892","48.859161","4","4","0","1","2","4","20","0","9"
"442","MERKWILLER-PECHELBRONN","67290",,"1002","24519","67","42","1","1","7.827700","48.938557","26","7","0","1","3","6","23","0","12"
"443","MERTZWILLER","67291",,"991","24425","67","42","1","1","7.679155","48.862229","15","2","0","1","4","2","25","0","4"
"444","MIETESHEIM","67292",,"989","24442","67","42","1","1","7.639930","48.878645","15","2","0","1","4","2","25","0","4"
"445","MINVERSHEIM","67293",,"988","24338","67","42","1","1","7.622170","48.786120","10","6","0","1","4","2","18","0","9"
"446","MITTELBERGHEIM","67295",,"978","23897","67","42","1","1","7.441869","48.396255","1","5","0","3","8","5","1","0","7"
"447","MITTELHAUSBERGEN","67296",,"994","24152","67","42","1","1","7.690611","48.614007","43","6","0","2","6","3","45","0","10"
"448","MITTELHAUSEN","67297",,"989","24253","67","42","1","1","7.631247","48.708920","10","6","0","1","5","3","73","0","9"
"449","MITTELSCHAEFFOLSHEIM","67298",,"991","24245","67","42","1","1","7.652999","48.700606","5","6","0","1","6","3","73","0","4"
"450","MOLLKIRCH","67299",,"972","24017","67","42","1","1","7.385458","48.506503","18","3","0","2","7","3","36","0","5"
"451","MOLSHEIM","67300","67120","980","24061","67","42","1","1","7.491980","48.540236","14","3","0","2","7","3","26","0","5"
"452","MOMMENHEIM","67301",,"990","24308","67","42","1","1","7.642342","48.757713","5","6","0","1","4","2","73","0","4"
"453","MONSWILLER","67302",,"970","24292","67","42","1","1","7.377274","48.754777","21","4","0","1","5","4","7","0","9"
"454","MORSBRONN-LES-BAINS","67303",,"996","24472","67","42","1","1","7.743328","48.900922","35","7","0","1","4","2","23","0","4"
"455","MORSCHWILLER","67304",,"988","24376","67","42","1","1","7.625935","48.820652","9","2","0","1","4","2","73","0","4"
"456","MOTHERN","67305",,"1026","24532","67","42","1","1","8.154180","48.935621","25","7","0","1","3","6","34","0","12"
"457","MUHLBACH-SUR-BRUCHE","67306",,"966","24022","67","42","1","1","7.296759","48.516405","14","3","0","2","7","3","36","0","5"
"458","MULHAUSEN","67307",,"982","24442","67","42","1","1","7.553267","48.882544","4","4","0","1","2","4","20","0","4"
"459","MUNCHHAUSEN","67308",,"1025","24514","67","42","1","1","8.147787","48.919651","25","7","0","1","3","6","34","0","12"
"460","MUNDOLSHEIM","67309",,"996","24182","67","42","1","1","7.714848","48.641742","43","6","0","2","6","3","67","0","10"
"461","MUSSIG","67310",,"985","23715","67","42","1","1","7.519979","48.229850","12","5","0","3","9","5","35","0","7"
"462","MUTTERSHOLTZ","67311",,"985","23759","67","42","1","1","7.535963","48.266890","12","5","0","3","9","5","35","0","7"
"463","MUTZENHOUSE","67312",,"986","24288","67","42","1","1","7.589111","48.740293","10","6","0","1","5","4","18","0","9"
"464","MUTZIG","67313",,"978","24054","67","42","1","1","7.456060","48.539802","14","3","0","2","7","3","26","0","5"
"465","NATZWILLER","67314",,"964","23935","67","42","1","1","7.260085","48.436578","23","3","0","2","7","3","32","0","5"
"466","NEEWILLER-PRES-LAUTERBOURG","67315",,"1024","24550","67","42","1","1","8.125594","48.954712","11","7","0","1","3","6","34","0","12"
"467","NEUBOIS","67317",,"970","23792","67","42","1","1","7.339754","48.306024","32","5","0","3","9","5","37","0","7"
"468","NEUHAEUSEL","67319",,"1022","24405","67","42","1","1","8.086051","48.824299","3","2","0","1","4","2","28","0","4"
"469","NEUVE-EGLISE","67320",,"968","23817","67","42","1","1","7.313084","48.329590","32","5","0","3","9","5","37","0","7"
"470","NEUVILLER-LA-ROCHE","67321",,"962","23936","67","42","1","1","7.239346","48.439454","23","3","0","2","7","3","32","0","5"
"471","NEUWILLER-LES-SAVERNE","67322",,"972","24372","67","42","1","1","7.404308","48.824505","4","4","0","1","2","4","5","0","9"
"472","NIEDERBRONN-LES-BAINS","67324",,"988","24523","67","42","1","1","7.642968","48.951129","15","2","0","1","2","2","25","0","4"
"473","NIEDERHASLACH","67325",,"969","24054","67","42","1","1","7.340918","48.542491","14","3","0","2","7","3","36","0","5"
"474","NIEDERHAUSBERGEN","67326",,"995","24164","67","42","1","1","7.701306","48.623019","43","6","0","2","6","3","67","0","10"
"475","NIEDERLAUTERBACH","67327",,"1021","24570","67","42","1","1","8.098551","48.970782","11","7","0","1","3","6","34","0","12"
"476","NIEDERMODERN","67328",,"988","24405","67","42","1","1","7.627844","48.845562","4","4","0","1","4","2","73","0","4"
"477","NIEDERNAI","67329",,"982","23962","67","42","1","1","7.514919","48.448222","16","5","0","2","8","3","27","0","7"
"478","NIEDERROEDERN","67330",,"1018","24494","67","42","1","1","8.047198","48.905791","25","7","0","1","3","6","34","0","12"
"479","NIEDERSCHAEFFOLSHEIM","67331",,"996","24328","67","42","1","1","7.739211","48.772418","9","2","0","1","4","2","4","0","4"
"480","NIEDERSOULTZBACH","67333",,"975","24399","67","42","1","1","7.467179","48.848922","4","4","0","1","2","4","5","0","9"
"481","NIEDERSTEINBACH","67334",,"992","24615","67","42","1","1","7.711583","49.030286","34","7","0","1","3","6","23","0","12"
"482","NORDHEIM","67335",,"981","24165","67","42","1","1","7.510256","48.635264","33","3","0","2","5","3","38","0","5"
"483","NORDHOUSE","67336",,"994","23967","67","42","1","1","7.672789","48.447746","7","5","0","2","8","3","12","0","7"
"484","NOTHALTEN","67337",,"976","23847","67","42","1","1","7.419493","48.351625","1","5","0","3","9","5","1","0","7"
"485","OBENHEIM","67338",,"996","23868","67","42","1","1","7.689876","48.359567","7","5","0","2","8","3","14","0","7"
"486","BETSCHDORF","67339",,"1007","24479","67","42","1","1","7.902065","48.898728","26","7","0","1","3","2","16","0","12"
"487","OBERBRONN","67340","67110","986","24510","67","42","1","1","7.607551","48.940830","15","2","0","1","2","2","25","0","4"
"488","OBERDORF-SPACHBACH","67341",,"997","24500","67","42","1","1","7.756444","48.925458","35","7","0","1","3","2","23","0","4"
"489","OBERHASLACH","67342",,"968","24062","67","42","1","1","7.330306","48.550058","14","3","0","2","7","3","36","0","5"
"490","OBERHAUSBERGEN","67343",,"994","24144","67","42","1","1","7.685400","48.606420","43","6","0","2","6","3","45","0","10"
"491","OBERHOFFEN-LES-WISSEMBOURG","67344",,"1008","24610","67","42","1","1","7.920282","49.016216","34","7","0","1","3","6","39","0","12"
"492","OBERHOFFEN-SUR-MODER","67345",,"1006","24348","67","42","1","1","7.863032","48.782623","3","2","0","1","4","2","4","0","4"
"493","OBERLAUTERBACH","67346",,"1019","24542","67","42","1","1","8.068093","48.949621","25","7","0","1","3","6","34","0","12"
"494","OBERMODERN-ZUTZENDORF","67347",,"981","24399","67","42","1","1","7.538792","48.844639","4","4","0","1","2","4","5","0","9"
"495","OBERROEDERN","67349",,"1012","24507","67","42","1","1","7.972176","48.921469","26","7","0","1","3","6","16","0","12"
"496","OBERSCHAEFFOLSHEIM","67350",,"991","24118","67","42","1","1","7.649484","48.584485","43","6","0","2","6","3","45","0","10"
"497","SEEBACH","67351",,"1013","24564","67","42","1","1","7.987500","48.970528","34","7","0","1","3","6","16","0","12"
"498","OBERSOULTZBACH","67352",,"975","24404","67","42","1","1","7.449819","48.851315","4","4","0","1","2","4","5","0","9"
"499","OBERSTEINBACH","67353",,"991","24620","67","42","1","1","7.688299","49.035894","34","7","0","1","3","6","23","0","12"
"500","ODRATZHEIM","67354",,"979","24127","67","42","1","1","7.489631","48.600855","33","3","0","2","7","3","38","0","5"
"501","OERMINGEN","67355",,"950","24550","67","42","1","1","7.128214","49.000559","20","4","0","1","1","10","30","0","9"
"502","OFFENDORF","67356",,"1010","24271","67","42","1","1","7.910719","48.712000","3","2","0","1","4","2","17","0","4"
"503","OFFWILLER","67358",,"981","24473","67","42","1","1","7.544165","48.910533","15","2","0","1","2","2","20","0","4"
"504","OHLUNGEN","67359",,"993","24371","67","42","1","1","7.699015","48.811961","9","2","0","1","4","2","73","0","4"
"505","OHNENHEIM","67360",,"984","23664","67","42","1","1","7.507338","48.183900","12","5","0","3","9","5","24","0","7"
"506","OLWISHEIM","67361",,"992","24242","67","42","1","1","7.673203","48.696891","5","6","0","1","6","3","73","0","4"
"507","ORSCHWILLER","67362",,"974","23723","67","42","1","1","7.384682","48.240880","24","5","0","3","9","5","33","0","7"
"508","OSTHOFFEN","67363",,"984","24114","67","42","1","1","7.556754","48.586749","31","6","0","2","6","3","12","0","10"
"509","OSTHOUSE","67364",,"992","23913","67","42","1","1","7.643468","48.401850","7","5","0","2","8","3","12","0","7"
"510","OSTWALD","67365",,"996","24075","67","42","1","1","7.710813","48.543401","42","6","0","2","6","3","65","0","10"
"511","OTTERSTHAL","67366",,"968","24291","67","42","1","1","7.347262","48.754906","21","4","0","1","5","4","31","0","9"
"512","OTTERSWILLER","67367",,"970","24261","67","42","1","1","7.377652","48.725574","13","4","0","1","5","4","31","0","9"
"513","OTTROTT","67368",,"976","23963","67","42","1","1","7.424833","48.456948","18","3","0","2","7","3","29","0","5"
"514","OTTWILLER","67369",,"958","24407","67","42","1","1","7.230022","48.864820","6","4","0","1","1","4","10","0","9"
"515","PETERSBACH","67370",,"961","24417","67","42","1","1","7.268302","48.869092","17","4","0","1","1","4","21","0","9"
"516","LA PETITE-PIERRE","67371",,"965","24403","67","42","1","1","7.320482","48.857994","17","4","0","1","2","4","21","0","9"
"517","PFAFFENHOFFEN","67372",,"987","24403","67","42","1","1","7.613445","48.844224","4","4","0","1","4","2","73","0","4"
"518","PFALZWEYER","67373",,"961","24344","67","42","1","1","7.258782","48.805540","17","4","0","1","1","4","10","0","9"
"519","PFETTISHEIM","67374",,"990","24200","67","42","1","1","7.646643","48.659976","31","6","0","2","6","3","73","0","10"
"520","PFULGRIESHEIM","67375",,"992","24183","67","42","1","1","7.670687","48.644221","31","6","0","2","6","3","73","0","10"
"521","PLAINE","67377",,"956","23903","67","42","1","1","7.149010","48.413500","19","3","0","2","7","3","32","0","5"
"522","PLOBSHEIM","67378",,"998","23993","67","42","1","1","7.723657","48.469866","8","6","0","2","6","3","48","0","10"
"523","PREUSCHDORF","67379",,"1000","24523","67","42","1","1","7.798073","48.944249","35","7","0","1","3","6","23","0","12"
"524","PRINTZHEIM","67380",,"977","24336","67","42","1","1","7.478650","48.790826","21","4","0","1","5","4","5","0","9"
"525","PUBERG","67381",,"964","24465","67","42","1","1","7.314325","48.913134","17","4","0","1","2","4","21","0","9"
"526","QUATZENHEIM","67382",,"985","24159","67","42","1","1","7.574248","48.626443","31","6","0","2","6","3","73","0","10"
"527","RANGEN","67383",,"978","24198","67","42","1","1","7.477080","48.665902","13","4","0","1","5","4","38","0","9"
"528","RANRUPT","67384",,"960","23862","67","42","1","1","7.198221","48.374043","19","3","0","2","7","3","32","0","5"
"529","RATZWILLER","67385",,"959","24507","67","42","1","1","7.239253","48.953769","20","4","0","1","1","4","8","0","9"
"530","RAUWILLER","67386",,"950","24343","67","42","1","1","7.109786","48.811027","6","4","0","1","1","1","-1","0","9"
"531","REICHSFELD","67387",,"973","23862","67","42","1","1","7.383982","48.367178","1","5","0","3","9","5","1","0","7"
"532","REICHSHOFFEN","67388",,"990","24503","67","42","1","1","7.664542","48.932086","15","2","0","1","2","2","25","0","4"
"533","REICHSTETT","67389",,"998","24191","67","42","1","1","7.753558","48.648317","43","6","0","2","6","3","67","0","10"
"534","REINHARDSMUNSTER","67391",,"966","24202","67","42","1","1","7.316839","48.676865","13","4","0","1","5","4","7","0","9"
"535","REIPERTSWILLER","67392",,"974","24528","67","42","1","1","7.463737","48.931693","17","4","0","1","2","4","21","0","9"
"536","RETSCHWILLER","67394",,"1006","24534","67","42","1","1","7.878656","48.949959","26","7","0","1","3","6","16","0","12"
"537","REUTENBOURG","67395",,"973","24216","67","42","1","1","7.406885","48.685220","13","4","0","1","5","4","7","0","9"
"538","REXINGEN","67396",,"955","24447","67","42","1","1","7.181177","48.901813","6","4","0","1","1","4","8","0","9"
"539","RHINAU","67397",,"997","23824","67","42","1","1","7.703609","48.320142","2","5","0","3","8","5","14","0","7"
"540","RICHTOLSHEIM","67398",,"990","23715","67","42","1","1","7.594404","48.225224","12","5","0","3","9","5","35","0","7"
"541","RIEDSELTZ","67400",,"1011","24587","67","42","1","1","7.953148","48.994346","34","7","0","1","3","6","16","0","12"
"542","RIMSDORF","67401",,"951","24474","67","42","1","1","7.125574","48.929130","20","4","0","1","1","4","8","0","9"
"543","RINGELDORF","67402",,"987","24382","67","42","1","1","7.608181","48.825427","10","6","0","1","4","2","73","0","9"
"544","RINGENDORF","67403",,"983","24361","67","42","1","1","7.555793","48.808208","10","6","0","1","5","4","18","0","9"
"545","RITTERSHOFFEN","67404",,"1011","24484","67","42","1","1","7.954918","48.902910","26","7","0","1","3","6","16","0","12"
"546","ROESCHWOOG","67405",,"1018","24406","67","42","1","1","8.039771","48.824806","3","2","0","1","4","2","28","0","4"
"547","ROHR","67406",,"983","24234","67","42","1","1","7.545565","48.695490","31","6","0","2","5","3","18","0","10"
"548","ROHRWILLER","67407",,"1009","24320","67","42","1","1","7.905912","48.755983","3","2","0","1","4","2","17","0","4"
"549","ROMANSWILLER","67408",,"973","24173","67","42","1","1","7.408843","48.645839","33","3","0","2","5","4","38","0","9"
"550","ROPPENHEIM","67409",,"1019","24423","67","42","1","1","8.055256","48.843121","3","2","0","1","4","2","28","0","4"
"551","ROSENWILLER","67410",,"976","24019","67","42","1","1","7.441557","48.506098","18","3","0","2","7","3","29","0","5"
"552","ROSHEIM","67411",,"979","24008","67","42","1","1","7.471458","48.496733","18","3","0","2","7","3","29","0","5"
"553","ROSSFELD","67412",,"991","23841","67","42","1","1","7.616607","48.339805","2","5","0","3","8","5","2","0","7"
"554","ROSTEIG","67413",,"966","24488","67","42","1","1","7.338670","48.932651","17","4","0","1","2","4","21","0","9"
"555","ROTHAU","67414",,"960","23951","67","42","1","1","7.207098","48.456590","23","3","0","2","7","3","32","0","5"
"556","ROTHBACH","67415",,"980","24469","67","42","1","1","7.528576","48.907642","15","2","0","1","2","2","20","0","4"
"557","ROTT","67416",,"1007","24616","67","42","1","1","7.909321","49.023507","34","7","0","1","3","6","39","0","12"
"558","ROTTELSHEIM","67417",,"995","24311","67","42","1","1","7.715198","48.756326","5","6","0","1","4","2","73","0","4"
"559","ROUNTZENHEIM","67418",,"1016","24394","67","42","1","1","8.006468","48.821865","3","2","0","1","4","2","28","0","4"
"560","RUSS","67420",,"963","24000","67","42","1","1","7.259307","48.495433","23","3","0","2","7","3","32","0","5"
"561","SAALES","67421",,"953","23829","67","42","1","1","7.105764","48.348121","19","3","0","2","7","8","50","0","5"
"562","SAASENHEIM","67422",,"992","23730","67","42","1","1","7.619323","48.236953","12","5","0","3","9","5","35","0","7"
"563","SAESSOLSHEIM","67423",,"980","24247","67","42","1","1","7.512067","48.706330","10","6","0","1","5","4","18","0","9"
"564","SAINT-BLAISE-LA-ROCHE","67424",,"957","23892","67","42","1","1","7.161474","48.404085","19","3","0","2","7","3","32","0","5"
"565","SAINT-JEAN-SAVERNE","67425",,"969","24308","67","42","1","1","7.360832","48.769367","21","4","0","1","5","4","7","0","9"
"566","SAINT-MARTIN","67426",,"849400","2510300","67","42","1","1","-2.253624","47.745687","32","5","0","3","9","5","37","0","7"
"567","SAINT-MAURICE","67427",,"970","23816","67","42","1","1","3.237512","45.670863","32","5","0","3","9","5","37","0","7"
"568","SAINT-NABOR","67428",,"976","23950","67","42","1","1","7.423756","48.445807","18","3","0","2","8","3","27","0","5"
"569","SAINT-PIERRE","67429",,"980","23884","67","42","1","1","7.470763","48.382999","1","5","0","3","8","5","1","0","7"
"570","SAINT-PIERRE-BOIS","67430",,"972","23828","67","42","1","1","7.360694","48.330263","32","5","0","3","9","5","37","0","7"
"571","SALENTHAL","67431",,"970","24194","67","42","1","1","7.369996","48.667097","13","4","0","1","5","4","7","0","9"
"572","SALMBACH","67432",,"1019","24574","67","42","1","1","8.076016","48.976561","11","7","0","1","3","6","16","0","12"
"573","SAND","67433",,"990","23889","67","42","1","1","7.613710","48.382789","2","5","0","3","8","5","2","0","7"
"574","SARRE-UNION","67434",,"948","24486","67","42","1","1","7.089322","48.940342","20","4","0","1","1","4","30","0","9"
"575","SARREWERDEN","67435",,"947","24466","67","42","1","1","7.082146","48.922972","20","4","0","1","1","4","30","0","9"
"576","SAULXURES","67436",,"955","23877","67","42","1","1","7.130473","48.392499","19","3","0","2","7","3","32","0","5"
"577","SCHAEFFERSHEIM","67438",,"991","23942","67","42","1","1","7.622850","48.428037","7","5","0","2","8","3","12","0","7"
"578","SCHAFFHOUSE-SUR-ZORN","67439",,"984","24276","67","42","1","1","7.564217","48.732435","10","6","0","1","5","4","18","0","9"
"579","SCHAFFHOUSE-PRES-SELTZ","67440",,"1022","24499","67","42","1","1","8.099408","48.909043","25","7","0","1","3","6","34","0","12"
"580","SCHALKENDORF","67441",,"983","24388","67","42","1","1","7.560233","48.832561","4","4","0","1","2","4","73","0","9"
"581","SCHARRACHBERGHEIM-IRMSTETT","67442",,"980","24118","67","42","1","1","7.490097","48.592693","33","3","0","2","7","3","38","0","5"
"582","SCHEIBENHARD","67443",,"1024","24577","67","42","1","1","8.134540","48.976518","11","7","0","1","3","6","34","0","12"
"583","SCHERLENHEIM","67444",,"982","24311","67","42","1","1","7.534837","48.764234","10","6","0","1","5","4","18","0","9"
"584","SCHERWILLER","67445",,"977","23773","67","42","1","1","7.420876","48.287364","24","5","0","3","9","5","33","0","7"
"585","SCHILLERSDORF","67446",,"980","24427","67","42","1","1","7.523407","48.871593","4","4","0","1","2","4","20","0","9"
"586","SCHIRRHEIN","67449",,"1008","24370","67","42","1","1","7.907054","48.801750","3","2","0","1","4","2","4","0","4"
"587","SCHIRRHOFFEN","67450",,"1010","24375","67","42","1","1","7.921949","48.806749","3","2","0","1","4","2","4","0","4"
"588","SCHLEITHAL","67451",,"1016","24594","67","42","1","1","8.042154","48.988557","34","7","0","1","3","6","16","0","12"
"589","SCHNERSHEIM","67452",,"985","24191","67","42","1","1","7.567037","48.657394","31","6","0","2","5","3","73","0","10"
"590","SCHOENAU","67453",,"994","23715","67","42","1","1","7.645870","48.222989","12","5","0","3","9","5","35","0","7"
"591","SCHOENBOURG","67454",,"962","24375","67","42","1","1","7.268337","48.833327","17","4","0","1","1","4","21","0","9"
"592","SCHOENENBOURG","67455",,"1008","24536","67","42","1","1","7.913777","48.951705","26","7","0","1","3","6","16","0","12"
"593","SCHOPPERTEN","67456",,"945","24488","67","42","1","1","7.051918","48.945157","20","4","0","1","1","4","30","0","9"
"594","SCHWEIGHOUSE-SUR-MODER","67458",,"996","24381","67","42","1","1","7.736371","48.821373","9","2","0","1","4","2","73","0","4"
"595","SCHWENHEIM","67459",,"973","24247","67","42","1","1","7.412667","48.712820","13","4","0","1","5","4","31","0","9"
"596","SCHWINDRATZHEIM","67460",,"986","24307","67","42","1","1","7.598602","48.754891","10","6","0","1","4","4","18","0","9"
"597","SCHWOBSHEIM","67461",,"989","23721","67","42","1","1","7.576656","48.232424","12","5","0","3","9","5","35","0","7"
"598","SELTZ","67463",,"1022","24487","67","42","1","1","8.106214","48.895064","25","7","0","1","3","6","34","0","12"
"599","SERMERSHEIM","67464",,"986","23847","67","42","1","1","7.552773","48.345778","2","5","0","3","8","5","2","0","7"
"600","SESSENHEIM","67465",,"1014","24372","67","42","1","1","7.986283","48.799675","3","2","0","1","4","2","28","0","4"
"601","SIEGEN","67466",,"1017","24552","67","42","1","1","8.043235","48.958383","25","7","0","1","3","6","34","0","12"
"602","SIEWILLER","67467",,"957","24384","67","42","1","1","7.202707","48.842720","6","4","0","1","1","4","10","0","9"
"603","SILTZHEIM","67468",,"947","24621","67","42","1","1","7.093602","49.062176","20","4","0","1","1","10","30","0","9"
"604","SINGRIST","67469",,"972","24199","67","42","1","1","7.387710","48.670236","13","4","0","1","5","4","7","0","9"
"605","SOLBACH","67470",,"960","23921","67","42","1","1","7.204585","48.427152","23","3","0","2","7","3","32","0","5"
"606","SOUFFELWEYERSHEIM","67471",,"998","24177","67","42","1","1","7.741253","48.635416","43","6","0","2","6","3","71","0","10"
"607","SOUFFLENHEIM","67472",,"1013","24405","67","42","1","1","7.958669","48.829801","3","2","0","1","4","2","28","0","4"
"608","SOULTZ-LES-BAINS","67473",,"979","24093","67","42","1","1","7.487065","48.571829","14","3","0","2","7","3","12","0","5"
"609","SOULTZ-SOUS-FORETS","67474",,"1006","24520","67","42","1","1","7.884204","48.937381","26","7","0","1","3","6","16","0","12"
"610","SPARSBACH","67475",,"972","24430","67","42","1","1","7.415570","48.877637","17","4","0","1","2","4","20","0","9"
"611","STATTMATTEN","67476",,"1016","24369","67","42","1","1","8.001595","48.795629","3","2","0","1","4","2","28","0","4"
"612","STEIGE","67477",,"963","23849","67","42","1","1","7.238585","48.360663","32","5","0","3","9","5","37","0","7"
"613","STEINBOURG","67478",,"973","24313","67","42","1","1","7.413038","48.769953","21","4","0","1","5","4","7","0","9"
"614","STEINSELTZ","67479",,"1009","24604","67","42","1","1","7.930752","49.010598","34","7","0","1","3","6","39","0","12"
"615","STILL","67480",,"974","24066","67","42","1","1","7.404656","48.549725","14","3","0","2","7","3","26","0","5"
"616","STOTZHEIM","67481",,"981","23880","67","42","1","1","7.487863","48.378226","1","5","0","3","8","5","1","0","7"
"617","STRUTH","67483",,"960","24439","67","42","1","1","7.254648","48.892078","17","4","0","1","1","4","21","0","9"
"618","STUNDWILLER","67484",,"1014","24512","67","42","1","1","7.989926","48.925641","26","7","0","1","3","6","16","0","12"
"619","STUTZHEIM-OFFENHEIM","67485",,"989","24163","67","42","1","1","7.623572","48.628437","31","6","0","2","6","3","73","0","10"
"620","SUNDHOUSE","67486",,"990","23745","67","42","1","1","7.604828","48.251631","12","5","0","3","9","5","35","0","7"
"621","SURBOURG","67487",,"1004","24487","67","42","1","1","7.849183","48.909950","26","7","0","1","3","2","16","0","4"
"622","THAL-DRULINGEN","67488",,"952","24454","67","42","1","1","7.145324","48.910274","6","4","0","1","1","4","8","0","9"
"623","THAL-MARMOUTIER","67489",,"969","24233","67","42","1","1","7.352200","48.702256","13","4","0","1","5","4","7","0","9"
"624","THANVILLE","67490",,"971","23810","67","42","1","1","7.349222","48.320146","32","5","0","3","9","5","37","0","7"
"625","TIEFFENBACH","67491",,"960","24452","67","42","1","1","7.250188","48.904107","17","4","0","1","1","4","21","0","9"
"626","TRAENHEIM","67492",,"978","24119","67","42","1","1","7.464855","48.595574","33","3","0","2","7","3","38","0","5"
"627","TRIEMBACH-AU-VAL","67493",,"969","23828","67","42","1","1","7.324904","48.337990","32","5","0","3","9","5","37","0","7"
"628","TRIMBACH","67494",,"1016","24530","67","42","1","1","8.022543","48.939828","25","7","0","1","3","6","16","0","12"
"629","TRUCHTERSHEIM","67495",,"988","24201","67","42","1","1","7.607335","48.663163","31","6","0","2","6","3","73","0","10"
"630","UBERACH","67496",,"988","24410","67","42","1","1","7.629344","48.849296","15","2","0","1","4","2","73","0","4"
"631","UHLWILLER","67497",,"991","24380","67","42","1","1","7.673872","48.820815","9","2","0","1","4","2","73","0","4"
"632","UHRWILLER","67498",,"984","24440","67","42","1","1","7.577939","48.878616","15","2","0","1","2","2","73","0","4"
"633","URBEIS","67499",,"962","23810","67","42","1","1","7.222888","48.327019","32","5","0","3","9","5","37","0","7"
"634","URMATT","67500",,"968","24038","67","42","1","1","7.325428","48.526690","14","3","0","2","7","3","36","0","5"
"635","UTTENHEIM","67501",,"989","23921","67","42","1","1","7.596249","48.410359","7","5","0","2","8","3","12","0","7"
"636","UTTENHOFFEN","67502",,"989","24458","67","42","1","1","7.653626","48.892998","15","2","0","1","4","2","25","0","4"
"637","UTTWILLER","67503",,"978","24400","67","42","1","1","7.487993","48.847204","4","4","0","1","2","4","5","0","9"
"638","VALFF","67504",,"983","23928","67","42","1","1","7.519301","48.421915","16","5","0","2","8","3","1","0","7"
"639","LA VANCELLE","67505",,"968","23768","67","42","1","1","7.309048","48.284309","24","5","0","3","9","5","32","0","7"
"640","VENDENHEIM","67506",,"995","24214","67","42","1","1","7.707370","48.669544","5","6","0","1","6","3","67","0","4"
"641","VILLE","67507",,"968","23834","67","42","1","1","7.301537","48.342765","32","5","0","3","9","5","37","0","7"
"642","VOELLERDINGEN","67508",,"951","24510","67","42","1","1","7.141563","48.960644","20","4","0","1","1","4","8","0","9"
"643","VOLKSBERG","67509",,"963","24501","67","42","1","1","7.298570","48.947561","6","4","0","1","1","4","8","0","9"
"644","WAHLENHEIM","67510",,"993","24317","67","42","1","1","7.684391","48.764699","9","2","0","1","4","2","3","0","4"
"645","WALBOURG","67511",,"999","24458","67","42","1","1","7.789394","48.886538","35","7","0","1","4","2","23","0","4"
"646","LA WALCK","67512",,"986","24410","67","42","1","1","7.609662","48.850756","15","2","0","1","4","2","73","0","4"
"647","WALDERSBACH","67513",,"961","23908","67","42","1","1","7.212726","48.413476","23","3","0","2","7","3","32","0","5"
"648","WALDHAMBACH","67514",,"957","24475","67","42","1","1","7.216131","48.926219","6","4","0","1","1","4","8","0","9"
"649","WALDOLWISHEIM","67515",,"975","24272","67","42","1","1","7.437865","48.733148","21","4","0","1","5","4","7","0","9"
"650","WALTENHEIM-SUR-ZORN","67516",,"989","24295","67","42","1","1","7.628263","48.747303","10","6","0","1","4","2","67","0","9"
"651","WANGEN","67517",,"978","24145","67","42","1","1","7.464302","48.616975","33","3","0","2","5","3","38","0","9"
"652","LA WANTZENAU","67519",,"1004","24211","67","42","1","1","7.829664","48.657293","5","6","0","1","6","3","69","0","4"
"653","WASSELONNE","67520",,"976","24165","67","42","1","1","7.448600","48.636693","33","3","0","2","5","4","38","0","9"
"654","WEINBOURG","67521",,"974","24423","67","42","1","1","7.440410","48.871019","4","4","0","1","2","4","20","0","9"
"655","WEISLINGEN","67522",,"960","24468","67","42","1","1","7.251622","48.918703","6","4","0","1","1","4","8","0","9"
"656","WEITBRUCH","67523",,"999","24310","67","42","1","1","7.777668","48.755373","9","2","0","1","4","2","19","0","4"
"657","WEITERSWILLER","67524",,"972","24403","67","42","1","1","7.413256","48.852881","17","4","0","1","2","4","5","0","9"
"658","WESTHOFFEN","67525",,"976","24125","67","42","1","1","7.444306","48.602254","33","3","0","2","5","4","38","0","9"
"659","WESTHOUSE","67526",,"988","23904","67","42","1","1","7.589481","48.396369","7","5","0","2","8","3","2","0","7"
"660","WESTHOUSE-MARMOUTIER","67527",,"976","24220","67","42","1","1","7.451477","48.686408","13","4","0","1","5","4","7","0","9"
"661","WEYER","67528",,"954","24394","67","42","1","1","7.160111","48.854680","6","4","0","1","1","1","10","0","9"
"662","WEYERSHEIM","67529",,"1002","24268","67","42","1","1","7.799845","48.718228","5","6","0","1","4","2","19","0","4"
"663","WICKERSHEIM-WILSHAUSEN","67530",,"981","24332","67","42","1","1","7.532942","48.783179","10","6","0","1","5","4","18","0","9"
"664","WILDERSBACH","67531",,"961","23932","67","42","1","1","7.223556","48.437699","23","3","0","2","7","3","32","0","5"
"665","WILLGOTTHEIM","67532",,"980","24205","67","42","1","1","7.509975","48.670457","31","6","0","2","5","3","38","0","10"
"666","WILWISHEIM","67534",,"980","24292","67","42","1","1","7.508756","48.747434","10","6","0","1","5","4","7","0","9"
"667","WIMMENAU","67535",,"972","24466","67","42","1","1","7.414615","48.911697","17","4","0","1","2","4","20","0","9"
"668","WINDSTEIN","67536",,"991","24573","67","42","1","1","7.682462","48.992186","15","2","0","1","2","2","25","0","4"
