"Département - commune","Libellé de la commune","Région","Département","Code géographique du bassin de vie 2012","Libellé du bassin de vie 2012",,
"COM","LIB_COM","REG","DEP","BV","LIBBV",,
"88325","La Neuveville-sous-Montfort","41","88","88516","Vittel",,
"88326","Neuvillers-sur-Fave","41","88","88413","Saint-Dié-des-Vosges",,
"88327","Nomexy","41","88","88160","Épinal",,
"88328","Nompatelize","41","88","88413","Saint-Dié-des-Vosges",,
"88330","Nonville","41","88","88516","Vittel",,
"88331","Nonzeville","41","88","88367","Rambervillers",,
"88332","Norroy","41","88","88516","Vittel",,
"88333","Nossoncourt","41","88","88367","Rambervillers",,
"88334","Oëlleville","41","88","88304","Mirecourt",,
"88335","Offroicourt","41","88","88304","Mirecourt",,
"88336","Ollainville","41","88","88095","Châtenois",,
"88337","Oncourt","41","88","88160","Épinal",,
"88338","Ortoncourt","41","88","88367","Rambervillers",,
"88340","Padoux","41","88","88367","Rambervillers",,
"88341","Pair-et-Grandrupt","41","88","88413","Saint-Dié-des-Vosges",,
"88342","Pallegney","41","88","88160","Épinal",,
"88343","Parey-sous-Montfort","41","88","88516","Vittel",,
"88344","Pargny-sous-Mureau","41","88","88321","Neufchâteau",,
"88345","La Petite-Fosse","41","88","88413","Saint-Dié-des-Vosges",,
"88346","La Petite-Raon","41","88","88319","Moyenmoutier",,
"88347","Pierrefitte","41","88","88304","Mirecourt",,
"88348","Pierrepont-sur-l'Arentèle","41","88","88078","Bruyères",,
"88349","Plainfaing","41","88","88413","Saint-Dié-des-Vosges",,
"88350","Pleuvezain","41","88","88095","Châtenois",,
"88351","Plombières-les-Bains","41","88","70311","Luxeuil-les-Bains",,
"88352","Pompierre","41","88","88321","Neufchâteau",,
"88353","Pont-lès-Bonfays","41","88","88304","Mirecourt",,
"88354","Pont-sur-Madon","41","88","88304","Mirecourt",,
"88355","Portieux","41","88","88090","Charmes",,
"88356","Les Poulières","41","88","88078","Bruyères",,
"88357","Poussay","41","88","88304","Mirecourt",,
"88358","Pouxeux","41","88","88383","Remiremont",,
"88359","Prey","41","88","88078","Bruyères",,
"88360","Provenchères-lès-Darney","41","88","88114","Contrexéville",,
"88361","Provenchères-sur-Fave","41","88","88413","Saint-Dié-des-Vosges",,
"88362","Le Puid","41","88","88319","Moyenmoutier",,
"88363","Punerot","41","88","88321","Neufchâteau",,
"88364","Puzieux","41","88","88304","Mirecourt",,
"88365","Racécourt","41","88","88304","Mirecourt",,
"88366","Rainville","41","88","88095","Châtenois",,
"88367","Rambervillers","41","88","88367","Rambervillers",,
"88368","Ramecourt","41","88","88304","Mirecourt",,
"88369","Ramonchamp","41","88","88468","Le Thillot",,
"88370","Rancourt","41","88","88304","Mirecourt",,
"88371","Raon-aux-Bois","41","88","88383","Remiremont",,
"88372","Raon-l'Étape","41","88","88372","Raon-l'Étape",,
"88373","Raon-sur-Plaine","41","88","67066","La Broque",,
"88374","Rapey","41","88","88090","Charmes",,
"88375","Raves","41","88","88413","Saint-Dié-des-Vosges",,
"88376","Rebeuville","41","88","88321","Neufchâteau",,
"88377","Regnévelle","41","88","70467","Saint-Loup-sur-Semouse",,
"88378","Regney","41","88","88090","Charmes",,
"88379","Rehaincourt","41","88","88367","Rambervillers",,
"88380","Rehaupal","41","88","88078","Bruyères",,
"88381","Relanges","41","88","88516","Vittel",,
"88382","Remicourt","41","88","88304","Mirecourt",,
"88383","Remiremont","41","88","88383","Remiremont",,
"88385","Remoncourt","41","88","88516","Vittel",,
"88386","Remomeix","41","88","88413","Saint-Dié-des-Vosges",,
"88387","Removille","41","88","88095","Châtenois",,
"88388","Renauvoid","41","88","88160","Épinal",,
"88389","Repel","41","88","88095","Châtenois",,
"88390","Robécourt","41","88","88114","Contrexéville",,
"88391","Rochesson","41","88","88075","La Bresse",,
"88392","Rocourt","41","88","88114","Contrexéville",,
"88393","Rollainville","41","88","88321","Neufchâteau",,
"88394","Romain-aux-Bois","41","88","52060","Bourbonne-les-Bains",,
"88395","Romont","41","88","88367","Rambervillers",,
"88398","Les Rouges-Eaux","41","88","88078","Bruyères",,
"88399","Le Roulier","41","88","88078","Bruyères",,
"88400","Rouvres-en-Xaintois","41","88","88304","Mirecourt",,
"88401","Rouvres-la-Chétive","41","88","88095","Châtenois",,
"88402","Roville-aux-Chênes","41","88","88367","Rambervillers",,
"88403","Rozerotte","41","88","88304","Mirecourt",,
"88404","Rozières-sur-Mouzon","41","88","88114","Contrexéville",,
"88406","Rugney","41","88","88090","Charmes",,
"88407","Ruppes","41","88","88321","Neufchâteau",,
"88408","Rupt-sur-Moselle","41","88","88468","Le Thillot",,
"88409","Saint-Amé","41","88","88075","La Bresse",,
"88410","Sainte-Barbe","41","88","54039","Baccarat",,
"88411","Saint-Baslemont","41","88","88516","Vittel",,
"88412","Saint-Benoît-la-Chipotte","41","88","88367","Rambervillers",,
"88413","Saint-Dié-des-Vosges","41","88","88413","Saint-Dié-des-Vosges",,
"88415","Saint-Étienne-lès-Remiremont","41","88","88383","Remiremont",,
"88416","Saint-Genest","41","88","88367","Rambervillers",,
"88417","Saint-Gorgon","41","88","88367","Rambervillers",,
"88418","Sainte-Hélène","41","88","88367","Rambervillers",,
"88419","Saint-Jean-d'Ormont","41","88","88413","Saint-Dié-des-Vosges",,
"88421","Saint-Julien","41","88","52060","Bourbonne-les-Bains",,
"88423","Saint-Léonard","41","88","88413","Saint-Dié-des-Vosges",,
"88424","Sainte-Marguerite","41","88","88413","Saint-Dié-des-Vosges",,
"88425","Saint-Maurice-sur-Mortagne","41","88","88367","Rambervillers",,
"88426","Saint-Maurice-sur-Moselle","41","88","88468","Le Thillot",,
"88427","Saint-Menge","41","88","88095","Châtenois",,
"88428","Saint-Michel-sur-Meurthe","41","88","88413","Saint-Dié-des-Vosges",,
"88429","Saint-Nabord","41","88","88383","Remiremont",,
"88430","Saint-Ouen-lès-Parey","41","88","88114","Contrexéville",,
"88431","Saint-Paul","41","88","88095","Châtenois",,
"88432","Saint-Pierremont","41","88","88367","Rambervillers",,
"88433","Saint-Prancher","41","88","88095","Châtenois",,
"88434","Saint-Remimont","41","88","88114","Contrexéville",,
"88435","Saint-Remy","41","88","88319","Moyenmoutier",,
"88436","Saint-Stail","41","88","88319","Moyenmoutier",,
"88437","Saint-Vallier","41","88","88160","Épinal",,
"88438","La Salle","41","88","88413","Saint-Dié-des-Vosges",,
"88439","Sanchey","41","88","88160","Épinal",,
"88440","Sandaucourt","41","88","88095","Châtenois",,
"88441","Sans-Vallois","41","88","88516","Vittel",,
"88442","Sapois","41","88","88075","La Bresse",,
"88443","Sartes","41","88","88321","Neufchâteau",,
"88444","Le Saulcy","41","88","88319","Moyenmoutier",,
"88445","Saulcy-sur-Meurthe","41","88","88413","Saint-Dié-des-Vosges",,
"88446","Saulxures-lès-Bulgnéville","41","88","88114","Contrexéville",,
"88447","Saulxures-sur-Moselotte","41","88","88075","La Bresse",,
"88448","Sauville","41","88","88114","Contrexéville",,
"88449","Savigny","41","88","88090","Charmes",,
"88450","Senaide","41","88","52060","Bourbonne-les-Bains",,
"88451","Senones","41","88","88319","Moyenmoutier",,
"88452","Senonges","41","88","88516","Vittel",,
"88453","Seraumont","41","88","88321","Neufchâteau",,
"88454","Sercoeur","41","88","88160","Épinal",,
"88455","Serécourt","41","88","52060","Bourbonne-les-Bains",,
"88456","Serocourt","41","88","88114","Contrexéville",,
"88457","Sionne","41","88","88321","Neufchâteau",,
"88458","Socourt","41","88","88090","Charmes",,
"88459","Soncourt","41","88","88095","Châtenois",,
"88460","Soulosse-sous-Saint-Élophe","41","88","88321","Neufchâteau",,
"88461","Suriauville","41","88","88114","Contrexéville",,
"88462","Le Syndicat","41","88","88075","La Bresse",,
"88463","Taintrux","41","88","88413","Saint-Dié-des-Vosges",,
"88464","Tendon","41","88","88383","Remiremont",,
"88465","Thaon-les-Vosges","41","88","88160","Épinal",,
"88466","They-sous-Montfort","41","88","88516","Vittel",,
"88467","Thiéfosse","41","88","88075","La Bresse",,
"88468","Le Thillot","41","88","88468","Le Thillot",,
"88469","Thiraucourt","41","88","88304","Mirecourt",,
"88470","Le Tholy","41","88","88075","La Bresse",,
"88471","Les Thons","41","88","52060","Bourbonne-les-Bains",,
"88472","Thuillières","41","88","88516","Vittel",,
"88473","Tignécourt","41","88","88516","Vittel",,
"88474","Tilleux","41","88","88321","Neufchâteau",,
"88475","Tollaincourt","41","88","88114","Contrexéville",,
"88476","Totainville","41","88","88095","Châtenois",,
"88477","Trampot","41","88","88321","Neufchâteau",,
"88478","Tranqueville-Graux","41","88","88321","Neufchâteau",,
"88479","Trémonzey","41","88","70467","Saint-Loup-sur-Semouse",,
"88480","Ubexy","41","88","88090","Charmes",,
"88481","Uriménil","41","88","88160","Épinal",,
"88482","Urville","41","88","88114","Contrexéville",,
"88483","Uxegney","41","88","88160","Épinal",,
"88484","Uzemain","41","88","88160","Épinal",,
"88485","La Vacheresse-et-la-Rouillie","41","88","88114","Contrexéville",,
"88486","Vagney","41","88","88075","La Bresse",,
"88487","Le Val-d'Ajol","41","88","70311","Luxeuil-les-Bains",,
"88488","Valfroicourt","41","88","88516","Vittel",,
"88489","Valleroy-aux-Saules","41","88","88304","Mirecourt",,
"88490","Valleroy-le-Sec","41","88","88516","Vittel",,
"88491","Les Vallois","41","88","88516","Vittel",,
"88492","Le Valtin","41","88","88413","Saint-Dié-des-Vosges",,
"88493","Varmonzey","41","88","88090","Charmes",,
"88494","Vaubexy","41","88","88304","Mirecourt",,
"88495","Vaudéville","41","88","88160","Épinal",,
"88496","Vaudoncourt","41","88","88114","Contrexéville",,
"88497","Vaxoncourt","41","88","88160","Épinal",,
"88498","Vecoux","41","88","88383","Remiremont",,
"88499","Velotte-et-Tatignécourt","41","88","88304","Mirecourt",,
"88500","Ventron","41","88","88075","La Bresse",,
"88501","Le Vermont","41","88","88319","Moyenmoutier",,
"88502","Vervezelle","41","88","88078","Bruyères",,
"88503","Vexaincourt","41","88","67066","La Broque",,
"88504","Vicherey","41","88","88095","Châtenois",,
"88505","Vienville","41","88","88078","Bruyères",,
"88506","Vieux-Moulin","41","88","88319","Moyenmoutier",,
"88507","Villers","41","88","88304","Mirecourt",,
"88508","Ville-sur-Illon","41","88","88304","Mirecourt",,
"88509","Villoncourt","41","88","88160","Épinal",,
"88510","Villotte","41","88","88114","Contrexéville",,
"88511","Villouxel","41","88","88321","Neufchâteau",,
"88512","Viménil","41","88","88078","Bruyères",,
"88513","Vincey","41","88","88090","Charmes",,
"88514","Viocourt","41","88","88095","Châtenois",,
"88515","Vioménil","41","88","88160","Épinal",,
"88516","Vittel","41","88","88516","Vittel",,
"88517","Viviers-le-Gras","41","88","88114","Contrexéville",,
"88518","Viviers-lès-Offroicourt","41","88","88516","Vittel",,
"88519","La Voivre","41","88","88319","Moyenmoutier",,
"88520","Les Voivres","41","88","88160","Épinal",,
"88521","Vomécourt","41","88","88367","Rambervillers",,
"88522","Vomécourt-sur-Madon","41","88","88304","Mirecourt",,
"88523","Vouxey","41","88","88095","Châtenois",,
"88524","Vrécourt","41","88","88114","Contrexéville",,
"88525","Vroville","41","88","88304","Mirecourt",,
"88526","Wisembach","41","88","68298","Sainte-Marie-aux-Mines",,
"88527","Xaffévillers","41","88","88367","Rambervillers",,
"88528","Xamontarupt","41","88","88383","Remiremont",,
"88529","Xaronval","41","88","88090","Charmes",,
"88530","Xertigny","41","88","88160","Épinal",,
"88531","Xonrupt-Longemer","41","88","88196","Gérardmer",,
"88532","Zincourt","41","88","88160","Épinal",,
"89001","Accolay","26","89","89024","Auxerre",,
"89002","Aigremont","26","89","89068","Chablis",,
"89003","Aillant-sur-Tholon","26","89","89003","Aillant-sur-Tholon",,
"89004","Aisy-sur-Armançon","26","89","21425","Montbard",,
"89005","Ancy-le-Franc","26","89","89418","Tonnerre",,
"89006","Ancy-le-Libre","26","89","89418","Tonnerre",,
"89007","Andryes","26","89","58079","Clamecy",,
"89008","Angely","26","89","89025","Avallon",,
"89009","Annay-la-Côte","26","89","89025","Avallon",,
"89010","Annay-sur-Serein","26","89","89418","Tonnerre",,
"89011","Annéot","26","89","89025","Avallon",,
"89012","Annoux","26","89","89025","Avallon",,
"89013","Appoigny","26","89","89024","Auxerre",,
"89014","Arces-Dilo","26","89","89345","Saint-Florentin",,
"89015","Arcy-sur-Cure","26","89","89025","Avallon",,
"89016","Argentenay","26","89","89418","Tonnerre",,
"89017","Argenteuil-sur-Armançon","26","89","89418","Tonnerre",,
"89018","Armeau","26","89","89464","Villeneuve-sur-Yonne",,
"89019","Arthonnay","26","89","89418","Tonnerre",,
"89020","Asnières-sous-Bois","26","89","58079","Clamecy",,
"89021","Asquins","26","89","89025","Avallon",,
"89022","Athie","26","89","89025","Avallon",,
"89023","Augy","26","89","89024","Auxerre",,
"89024","Auxerre","26","89","89024","Auxerre",,
"89025","Avallon","26","89","89025","Avallon",,
"89027","Bagneaux","26","89","10003","Aix-en-Othe",,
"89028","Baon","26","89","89418","Tonnerre",,
"89029","Bassou","26","89","89257","Migennes",,
"89030","Bazarnes","26","89","89024","Auxerre",,
"89031","Beaumont","26","89","89257","Migennes",,
"89032","Beauvilliers","26","89","89025","Avallon",,
"89033","Beauvoir","26","89","89003","Aillant-sur-Tholon",,
"89034","Beine","26","89","89068","Chablis",,
"89035","Bellechaume","26","89","89345","Saint-Florentin",,
"89036","La Belliole","26","89","89387","Sens",,
"89037","Béon","26","89","89206","Joigny",,
"89038","Bernouil","26","89","89418","Tonnerre",,
"89039","Béru","26","89","89068","Chablis",,
"89040","Bessy-sur-Cure","26","89","89024","Auxerre",,
"89041","Beugnon","26","89","89345","Saint-Florentin",,
"89042","Bierry-les-Belles-Fontaines","26","89","21425","Montbard",,
"89043","Blacy","26","89","89025","Avallon",,
"89044","Blannay","26","89","89025","Avallon",,
"89045","Bleigny-le-Carreau","26","89","89024","Auxerre",,
"89046","Bléneau","26","89","89368","Saint-Sauveur-en-Puisaye",,
"89048","Boeurs-en-Othe","26","89","10003","Aix-en-Othe",,
"89049","Bois-d'Arcy","26","89","89025","Avallon",,
"89050","Bonnard","26","89","89257","Migennes",,
"89051","Les Bordes","26","89","89464","Villeneuve-sur-Yonne",,
"89053","Branches","26","89","89024","Auxerre",,
"89054","Brannay","26","89","89309","Pont-sur-Yonne",,
"89055","Brienon-sur-Armançon","26","89","89257","Migennes",,
"89056","Brion","26","89","89257","Migennes",,
"89057","Brosses","26","89","58079","Clamecy",,
"89058","Bussières","26","89","89025","Avallon",,
"89059","Bussy-en-Othe","26","89","89257","Migennes",,
"89060","Bussy-le-Repos","26","89","89464","Villeneuve-sur-Yonne",,
"89061","Butteaux","26","89","89345","Saint-Florentin",,
"89062","Carisey","26","89","89345","Saint-Florentin",,
"89063","La Celle-Saint-Cyr","26","89","89206","Joigny",,
"89064","Censy","26","89","89418","Tonnerre",,
"89065","Cérilly","26","89","10003","Aix-en-Othe",,
"89066","Cerisiers","26","89","89387","Sens",,
"89067","Cézy","26","89","89206","Joigny",,
"89068","Chablis","26","89","89068","Chablis",,
"89069","Chailley","26","89","89345","Saint-Florentin",,
"89070","Chambeugle","26","89","89086","Charny",,
"89071","Chamoux","26","89","58079","Clamecy",,
"89072","Champcevrais","26","89","45085","Châtillon-Coligny",,
"89073","Champignelles","26","89","89086","Charny",,
"89074","Champigny","26","89","77305","Montereau-Fault-Yonne",,
"89075","Champlay","26","89","89206","Joigny",,
"89076","Champlost","26","89","89345","Saint-Florentin",,
"89077","Champs-sur-Yonne","26","89","89024","Auxerre",,
"89078","Champvallon","26","89","89206","Joigny",,
"89079","Chamvres","26","89","89206","Joigny",,
"89080","La Chapelle-sur-Oreuse","26","89","89309","Pont-sur-Yonne",,
"89081","La Chapelle-Vaupelteigne","26","89","89068","Chablis",,
"89083","Charbuy","26","89","89024","Auxerre",,
"89084","Charentenay","26","89","89024","Auxerre",,
"89085","Charmoy","26","89","89257","Migennes",,
"89086","Charny","26","89","89086","Charny",,
"89087","Chassignelles","26","89","89418","Tonnerre",,
"89088","Chassy","26","89","89003","Aillant-sur-Tholon",,
"89089","Chastellux-sur-Cure","26","89","89025","Avallon",,
"89091","Châtel-Censoir","26","89","58079","Clamecy",,
"89092","Châtel-Gérard","26","89","89025","Avallon",,
"89093","Chaumont","26","89","77305","Montereau-Fault-Yonne",,
"89094","Chaumot","26","89","89464","Villeneuve-sur-Yonne",,
"89095","Chemilly-sur-Serein","26","89","89068","Chablis",,
"89096","Chemilly-sur-Yonne","26","89","89024","Auxerre",,
"89097","Chêne-Arnoult","26","89","89086","Charny",,
"89098","Cheney","26","89","89418","Tonnerre",,
"89099","Cheny","26","89","89257","Migennes",,
"89100","Chéroy","26","89","45115","Courtenay",,
"89101","Chéu","26","89","89345","Saint-Florentin",,
"89102","Chevannes","26","89","89024","Auxerre",,
"89103","Chevillon","26","89","89086","Charny",,
"89104","Chichée","26","89","89068","Chablis",,
"89105","Chichery","26","89","89257","Migennes",,
"89107","Chigy","26","89","89387","Sens",,
"89108","Chitry","26","89","89024","Auxerre",,
"89109","Cisery","26","89","89025","Avallon",,
"89111","Les Clérimois","26","89","89387","Sens",,
"89112","Collan","26","89","89068","Chablis",,
"89113","Collemiers","26","89","89387","Sens",,
"89115","Compigny","26","89","77051","Bray-sur-Seine",,
"89116","Cornant","26","89","89464","Villeneuve-sur-Yonne",,
"89117","Coulangeron","26","89","89024","Auxerre",,
"89118","Coulanges-la-Vineuse","26","89","89024","Auxerre",,
"89119","Coulanges-sur-Yonne","26","89","58079","Clamecy",,
"89120","Coulours","26","89","10003","Aix-en-Othe",,
"89122","Courgenay","26","89","10003","Aix-en-Othe",,
"89123","Courgis","26","89","89068","Chablis",,
"89124","Courlon-sur-Yonne","26","89","89309","Pont-sur-Yonne",,
"89125","Courson-les-Carrières","26","89","58079","Clamecy",,
"89126","Courtoin","26","89","45115","Courtenay",,
"89127","Courtois-sur-Yonne","26","89","89387","Sens",,
"89128","Coutarnoux","26","89","89025","Avallon",,
"89129","Crain","26","89","58079","Clamecy",,
"89130","Cravant","26","89","89024","Auxerre",,
"89131","Cruzy-le-Châtel","26","89","89418","Tonnerre",,
"89132","Cry","26","89","21425","Montbard",,
"89133","Cudot","26","89","45115","Courtenay",,
"89134","Cussy-les-Forges","26","89","89025","Avallon",,
"89136","Cuy","26","89","89309","Pont-sur-Yonne",,
"89137","Dannemoine","26","89","89418","Tonnerre",,
"89138","Dicy","26","89","89086","Charny",,
"89139","Diges","26","89","89419","Toucy",,
"89141","Dissangis","26","89","89025","Avallon",,
"89142","Dixmont","26","89","89464","Villeneuve-sur-Yonne",,
"89143","Dollot","26","89","89387","Sens",,
"89144","Domats","26","89","45115","Courtenay",,
"89145","Domecy-sur-Cure","26","89","89025","Avallon",,
"89146","Domecy-sur-le-Vault","26","89","89025","Avallon",,
"89147","Dracy","26","89","89419","Toucy",,
"89148","Druyes-les-Belles-Fontaines","26","89","58079","Clamecy",,
"89149","Dyé","26","89","89418","Tonnerre",,
"89150","Égleny","26","89","89003","Aillant-sur-Tholon",,
"89151","Égriselles-le-Bocage","26","89","89464","Villeneuve-sur-Yonne",,
"89152","Épineau-les-Voves","26","89","89257","Migennes",,
"89153","Épineuil","26","89","89418","Tonnerre",,
"89154","Escamps","26","89","89024","Auxerre",,
"89155","Escolives-Sainte-Camille","26","89","89024","Auxerre",,
"89156","Esnon","26","89","89257","Migennes",,
"89158","Étais-la-Sauvin","26","89","58079","Clamecy",,
"89159","Étaule","26","89","89025","Avallon",,
"89160","Étigny","26","89","89464","Villeneuve-sur-Yonne",,
"89161","Étivey","26","89","21425","Montbard",,
"89162","Évry","26","89","89309","Pont-sur-Yonne",,
"89163","La Ferté-Loupière","26","89","89003","Aillant-sur-Tholon",,
"89164","Festigny","26","89","58079","Clamecy",,
"89165","Flacy","26","89","10003","Aix-en-Othe",,
"89167","Fleury-la-Vallée","26","89","89003","Aillant-sur-Tholon",,
"89168","Fleys","26","89","89068","Chablis",,
"89169","Flogny-la-Chapelle","26","89","89345","Saint-Florentin",,
"89170","Foissy-lès-Vézelay","26","89","89025","Avallon",,
"89171","Foissy-sur-Vanne","26","89","89387","Sens",,
"89172","Fontaine-la-Gaillarde","26","89","89387","Sens",,
"89173","Fontaines","26","89","89419","Toucy",,
"89174","Fontenailles","26","89","89024","Auxerre",,
"89175","Fontenay-près-Chablis","26","89","89068","Chablis",,
"89176","Fontenay-près-Vézelay","26","89","89025","Avallon",,
"89177","Fontenay-sous-Fouronnes","26","89","89024","Auxerre",,
"89178","Fontenouilles","26","89","89086","Charny",,
"89179","Fontenoy","26","89","89368","Saint-Sauveur-en-Puisaye",,
"89180","Fouchères","26","89","89387","Sens",,
"89181","Fournaudin","26","89","10003","Aix-en-Othe",,
"89182","Fouronnes","26","89","58079","Clamecy",,
"89183","Fresnes","26","89","89418","Tonnerre",,
"89184","Fulvy","26","89","89418","Tonnerre",,
"89186","Germigny","26","89","89345","Saint-Florentin",,
"89187","Gigny","26","89","21154","Châtillon-sur-Seine",,
"89188","Girolles","26","89","89025","Avallon",,
"89189","Gisy-les-Nobles","26","89","89309","Pont-sur-Yonne",,
"89190","Givry","26","89","89025","Avallon",,
"89191","Gland","26","89","89418","Tonnerre",,
"89192","Grandchamp","26","89","89086","Charny",,
"89194","Grimault","26","89","89025","Avallon",,
"89195","Gron","26","89","89387","Sens",,
"89196","Guerchy","26","89","89003","Aillant-sur-Tholon",,
"89197","Guillon","26","89","89025","Avallon",,
"89198","Gurgy","26","89","89024","Auxerre",,
"89199","Gy-l'Évêque","26","89","89024","Auxerre",,
"89200","Hauterive","26","89","89257","Migennes",,
"89201","Héry","26","89","89024","Auxerre",,
"89202","Irancy","26","89","89024","Auxerre",,
"89203","Island","26","89","89025","Avallon",,
"89204","L'Isle-sur-Serein","26","89","89025","Avallon",,
"89205","Jaulges","26","89","89345","Saint-Florentin",,
"89206","Joigny","26","89","89206","Joigny",,
"89207","Jouancy","26","89","89418","Tonnerre",,
"89208","Joux-la-Ville","26","89","89025","Avallon",,
"89209","Jouy","26","89","45115","Courtenay",,
"89210","Jully","26","89","21425","Montbard",,
"89211","Junay","26","89","89418","Tonnerre",,
"89212","Jussy","26","89","89024","Auxerre",,
"89213","Laduz","26","89","89003","Aillant-sur-Tholon",,
"89214","Lailly","26","89","10003","Aix-en-Othe",,
"89215","Lain","26","89","89368","Saint-Sauveur-en-Puisaye",,
"89216","Lainsecq","26","89","89368","Saint-Sauveur-en-Puisaye",,
"89217","Lalande","26","89","89419","Toucy",,
"89218","Laroche-Saint-Cydroine","26","89","89257","Migennes",,
"89219","Lasson","26","89","89345","Saint-Florentin",,
"89220","Lavau","26","89","89368","Saint-Sauveur-en-Puisaye",,
"89221","Leugny","26","89","89419","Toucy",,
"89222","Levis","26","89","89419","Toucy",,
"89223","Lézinnes","26","89","89418","Tonnerre",,
"89224","Lichères-près-Aigremont","26","89","89068","Chablis",,
"89225","Lichères-sur-Yonne","26","89","58079","Clamecy",,
"89226","Lignorelles","26","89","89068","Chablis",,
"89227","Ligny-le-Châtel","26","89","89068","Chablis",,
"89228","Lindry","26","89","89024","Auxerre",,
"89229","Lixy","26","89","89387","Sens",,
"89230","Looze","26","89","89206","Joigny",,
"89232","Lucy-le-Bois","26","89","89025","Avallon",,
"89233","Lucy-sur-Cure","26","89","89024","Auxerre",,
"89234","Lucy-sur-Yonne","26","89","58079","Clamecy",,
"89235","Magny","26","89","89025","Avallon",,
"89236","Maillot","26","89","89387","Sens",,
"89237","Mailly-la-Ville","26","89","89024","Auxerre",,
"89238","Mailly-le-Château","26","89","58079","Clamecy",,
"89239","Malay-le-Grand","26","89","89387","Sens",,
"89240","Malay-le-Petit","26","89","89387","Sens",,
"89241","Malicorne","26","89","89086","Charny",,
"89242","Maligny","26","89","89068","Chablis",,
"89243","Marchais-Beton","26","89","89086","Charny",,
"89244","Marmeaux","26","89","89025","Avallon",,
"89245","Marsangy","26","89","89464","Villeneuve-sur-Yonne",,
"89246","Massangis","26","89","89025","Avallon",,
"89247","Mélisey","26","89","89418","Tonnerre",,
"89248","Menades","26","89","89025","Avallon",,
"89249","Mercy","26","89","89345","Saint-Florentin",,
"89250","Méré","26","89","89068","Chablis",,
"89251","Merry-la-Vallée","26","89","89419","Toucy",,
"89252","Merry-Sec","26","89","89024","Auxerre",,
"89253","Merry-sur-Yonne","26","89","58079","Clamecy",,
"89254","Mézilles","26","89","89419","Toucy",,
"89255","Michery","26","89","89309","Pont-sur-Yonne",,
"89256","Migé","26","89","89024","Auxerre",,
"89257","Migennes","26","89","89257","Migennes",,
"89259","Môlay","26","89","89418","Tonnerre",,
"89260","Molesmes","26","89","58079","Clamecy",,
"89261","Molinons","26","89","10003","Aix-en-Othe",,
"89262","Molosmes","26","89","89418","Tonnerre",,
"89263","Monéteau","26","89","89024","Auxerre",,
"89264","Montacher-Villegardin","26","89","45115","Courtenay",,
"89265","Montigny-la-Resle","26","89","89024","Auxerre",,
"89266","Montillot","26","89","89025","Avallon",,
"89267","Montréal","26","89","89025","Avallon",,
"89268","Mont-Saint-Sulpice","26","89","89257","Migennes",,
"89270","Mouffy","26","89","89024","Auxerre",,
"89271","Moulins-en-Tonnerrois","26","89","89418","Tonnerre",,
"89272","Moulins-sur-Ouanne","26","89","89419","Toucy",,
"89273","Moutiers-en-Puisaye","26","89","89368","Saint-Sauveur-en-Puisaye",,
"89274","Nailly","26","89","89387","Sens",,
"89275","Neuilly","26","89","89003","Aillant-sur-Tholon",,
"89276","Neuvy-Sautour","26","89","89345","Saint-Florentin",,
"89277","Nitry","26","89","89024","Auxerre",,
"89278","Noé","26","89","89387","Sens",,
"89279","Noyers","26","89","89418","Tonnerre",,
"89280","Nuits","26","89","21425","Montbard",,
"89281","Les Ormes","26","89","89003","Aillant-sur-Tholon",,
"89282","Ormoy","26","89","89257","Migennes",,
"89283","Ouanne","26","89","89419","Toucy",,
"89284","Pacy-sur-Armançon","26","89","89418","Tonnerre",,
"89285","Pailly","26","89","77051","Bray-sur-Seine",,
"89286","Parly","26","89","89419","Toucy",,
"89287","Paron","26","89","89387","Sens",,
"89288","Paroy-en-Othe","26","89","89345","Saint-Florentin",,
"89289","Paroy-sur-Tholon","26","89","89206","Joigny",,
"89290","Pasilly","26","89","89418","Tonnerre",,
"89291","Passy","26","89","89464","Villeneuve-sur-Yonne",,
"89292","Percey","26","89","89345","Saint-Florentin",,
"89294","Perreux","26","89","89086","Charny",,
"89295","Perrigny","26","89","89024","Auxerre",,
"89296","Perrigny-sur-Armançon","26","89","21425","Montbard",,
"89297","Pierre-Perthuis","26","89","89025","Avallon",,
"89298","Piffonds","26","89","45115","Courtenay",,
"89299","Pimelles","26","89","89418","Tonnerre",,
"89300","Pisy","26","89","21603","Semur-en-Auxois",,
"89302","Plessis-Saint-Jean","26","89","77051","Bray-sur-Seine",,
"89303","Poilly-sur-Serein","26","89","89068","Chablis",,
"89304","Poilly-sur-Tholon","26","89","89003","Aillant-sur-Tholon",,
"89306","Pontaubert","26","89","89025","Avallon",,
"89307","Pontigny","26","89","89345","Saint-Florentin",,
"89308","Pont-sur-Vanne","26","89","89387","Sens",,
"89309","Pont-sur-Yonne","26","89","89309","Pont-sur-Yonne",,
"89310","La Postolle","26","89","89387","Sens",,
"89311","Pourrain","26","89","89419","Toucy",,
"89312","Précy-le-Sec","26","89","89025","Avallon",,
"89313","Précy-sur-Vrin","26","89","89206","Joigny",,
"89314","Prégilbert","26","89","89024","Auxerre",,
"89315","Préhy","26","89","89068","Chablis",,
"89316","Provency","26","89","89025","Avallon",,
"89317","Prunoy","26","89","89086","Charny",,
"89318","Quarré-les-Tombes","26","89","89025","Avallon",,
"89319","Quenne","26","89","89024","Auxerre",,
