"Département - commune","Libellé de la commune","Région","Département","Code géographique du bassin de vie 2012","Libellé du bassin de vie 2012",,
"COM","LIB_COM","REG","DEP","BV","LIBBV",,
"27231","Fains","23","27","27448","Pacy-sur-Eure",,
"27232","Farceaux","23","27","27226","Étrépagny",,
"27233","Fatouville-Grestain","23","27","14333","Honfleur",,
"27234","Fauville","23","27","27229","Évreux",,
"27235","Faverolles-la-Campagne","23","27","27165","Conches-en-Ouche",,
"27237","Le Favril","23","27","27056","Bernay",,
"27238","Ferrières-Haut-Clocher","23","27","27165","Conches-en-Ouche",,
"27239","Ferrières-Saint-Hilaire","23","27","27056","Bernay",,
"27240","La Ferrière-sur-Risle","23","27","27051","Beaumont-le-Roger",,
"27241","Feuguerolles","23","27","27428","Le Neubourg",,
"27242","Le Fidelaire","23","27","27165","Conches-en-Ouche",,
"27243","Fiquefleur-Équainville","23","27","14333","Honfleur",,
"27244","Flancourt-Catelon","23","27","27103","Bourg-Achard",,
"27245","Fleury-la-Forêt","23","27","27246","Fleury-sur-Andelle",,
"27246","Fleury-sur-Andelle","23","27","27246","Fleury-sur-Andelle",,
"27247","Flipou","23","27","27493","Romilly-sur-Andelle",,
"27248","Folleville","23","27","27056","Bernay",,
"27249","Fontaine-Bellenger","23","27","27275","Gaillon",,
"27250","Fontaine-Heudebourg","23","27","27375","Louviers",,
"27251","Fontaine-l'Abbé","23","27","27056","Bernay",,
"27252","Fontaine-la-Louvet","23","27","27056","Bernay",,
"27253","Fontaine-la-Soret","23","27","27116","Brionne",,
"27254","Fontaine-sous-Jouy","23","27","27448","Pacy-sur-Eure",,
"27255","Fontenay","23","27","27226","Étrépagny",,
"27256","La Forêt-du-Parc","23","27","27507","Saint-André-de-l'Eure",,
"27257","Forêt-la-Folie","23","27","27016","Les Andelys",,
"27258","Fort-Moville","23","27","27467","Pont-Audemer",,
"27259","Foucrainville","23","27","27507","Saint-André-de-l'Eure",,
"27260","Foulbec","23","27","27467","Pont-Audemer",,
"27261","Fouqueville","23","27","76540","Rouen",,
"27262","Fourges","23","27","27681","Vernon",,
"27263","Fourmetot","23","27","27467","Pont-Audemer",,
"27264","Fours-en-Vexin","23","27","27681","Vernon",,
"27265","Francheville","23","27","27112","Breteuil",,
"27266","Franqueville","23","27","27116","Brionne",,
"27267","Freneuse-sur-Risle","23","27","27116","Brionne",,
"27268","Le Fresne","23","27","27165","Conches-en-Ouche",,
"27269","Fresne-Cauverville","23","27","27056","Bernay",,
"27270","Fresne-l'Archevêque","23","27","27016","Les Andelys",,
"27271","Fresney","23","27","27507","Saint-André-de-l'Eure",,
"27273","Gadencourt","23","27","27448","Pacy-sur-Eure",,
"27274","Gaillardbois-Cressenville","23","27","27246","Fleury-sur-Andelle",,
"27275","Gaillon","23","27","27275","Gaillon",,
"27276","Gamaches-en-Vexin","23","27","27226","Étrépagny",,
"27277","Garencières","23","27","27507","Saint-André-de-l'Eure",,
"27278","Garennes-sur-Eure","23","27","27230","Ézy-sur-Eure",,
"27279","Gasny","23","27","27681","Vernon",,
"27280","Gauciel","23","27","27229","Évreux",,
"27281","Gaudreville-la-Rivière","23","27","27165","Conches-en-Ouche",,
"27282","Gauville-la-Campagne","23","27","27229","Évreux",,
"27283","Gisay-la-Coudre","23","27","14478","Orbec",,
"27284","Gisors","23","27","27284","Gisors",,
"27285","Giverny","23","27","27681","Vernon",,
"27286","Giverville","23","27","27056","Bernay",,
"27287","Glisolles","23","27","27165","Conches-en-Ouche",,
"27288","Glos-sur-Risle","23","27","27116","Brionne",,
"27289","La Goulafrière","23","27","14478","Orbec",,
"27290","Goupillières","23","27","27051","Beaumont-le-Roger",,
"27291","Gournay-le-Guérin","23","27","27679","Verneuil-sur-Avre",,
"27292","Gouttières","23","27","27051","Beaumont-le-Roger",,
"27293","Gouville","23","27","27112","Breteuil",,
"27294","Grainville","23","27","27246","Fleury-sur-Andelle",,
"27295","Grand-Camp","23","27","27056","Bernay",,
"27296","Granchain","23","27","27051","Beaumont-le-Roger",,
"27297","Grandvilliers","23","27","27198","Damville",,
"27298","Graveron-Sémerville","23","27","27428","Le Neubourg",,
"27299","Gravigny","23","27","27229","Évreux",,
"27300","Grosley-sur-Risle","23","27","27051","Beaumont-le-Roger",,
"27301","Grossoeuvre","23","27","27229","Évreux",,
"27302","Le Gros-Theil","23","27","27428","Le Neubourg",,
"27303","Guernanville","23","27","27112","Breteuil",,
"27304","Guerny","23","27","27284","Gisors",,
"27305","La Guéroulde","23","27","27112","Breteuil",,
"27306","Guichainville","23","27","27229","Évreux",,
"27307","Guiseniers","23","27","27016","Les Andelys",,
"27308","Guitry","23","27","27226","Étrépagny",,
"27309","L'Habit","23","27","27230","Ézy-sur-Eure",,
"27310","Hacqueville","23","27","27226","Étrépagny",,
"27311","Harcourt","23","27","27116","Brionne",,
"27312","Hardencourt-Cocherel","23","27","27448","Pacy-sur-Eure",,
"27313","La Harengère","23","27","76540","Rouen",,
"27315","Harquency","23","27","27016","Les Andelys",,
"27316","Hauville","23","27","27103","Bourg-Achard",,
"27317","La Haye-Aubrée","23","27","27103","Bourg-Achard",,
"27318","La Haye-de-Calleville","23","27","27116","Brionne",,
"27319","La Haye-de-Routot","23","27","27103","Bourg-Achard",,
"27320","La Haye-du-Theil","23","27","76540","Rouen",,
"27321","La Haye-le-Comte","23","27","27375","Louviers",,
"27322","La Haye-Malherbe","23","27","27375","Louviers",,
"27323","La Haye-Saint-Sylvestre","23","27","61214","L'Aigle",,
"27324","Hébécourt","23","27","27284","Gisors",,
"27325","Hecmanville","23","27","27116","Brionne",,
"27326","Hécourt","23","27","27448","Pacy-sur-Eure",,
"27327","Hectomare","23","27","27428","Le Neubourg",,
"27329","Hennezis","23","27","27016","Les Andelys",,
"27330","Herqueville","23","27","27375","Louviers",,
"27331","Heubécourt-Haricourt","23","27","27681","Vernon",,
"27332","Heudebouville","23","27","27375","Louviers",,
"27333","Heudicourt","23","27","27226","Étrépagny",,
"27334","Heudreville-en-Lieuvin","23","27","27056","Bernay",,
"27335","Heudreville-sur-Eure","23","27","27375","Louviers",,
"27336","La Heunière","23","27","27448","Pacy-sur-Eure",,
"27337","Heuqueville","23","27","27016","Les Andelys",,
"27338","Les Hogues","23","27","76540","Rouen",,
"27339","Hondouville","23","27","27375","Louviers",,
"27340","Honguemare-Guenouville","23","27","27103","Bourg-Achard",,
"27341","L'Hosmes","23","27","27679","Verneuil-sur-Avre",,
"27342","Houetteville","23","27","27229","Évreux",,
"27343","Houlbec-Cocherel","23","27","27681","Vernon",,
"27344","Houlbec-près-le-Gros-Theil","23","27","76540","Rouen",,
"27345","La Houssaye","23","27","27051","Beaumont-le-Roger",,
"27346","Houville-en-Vexin","23","27","27246","Fleury-sur-Andelle",,
"27347","Huest","23","27","27229","Évreux",,
"27348","Igoville","23","27","76540","Rouen",,
"27349","Illeville-sur-Montfort","23","27","27103","Bourg-Achard",,
"27350","Illiers-l'Évêque","23","27","28348","Saint-Lubin-des-Joncherets - Nonancourt",,
"27351","Incarville","23","27","27375","Louviers",,
"27353","Irreville","23","27","27229","Évreux",,
"27354","Iville","23","27","27428","Le Neubourg",,
"27355","Ivry-la-Bataille","23","27","27230","Ézy-sur-Eure",,
"27356","Jonquerets-de-Livet","23","27","27056","Bernay",,
"27358","Jouy-sur-Eure","23","27","27448","Pacy-sur-Eure",,
"27359","Juignettes","23","27","61214","L'Aigle",,
"27360","Jumelles","23","27","27507","Saint-André-de-l'Eure",,
"27361","La Lande-Saint-Léger","23","27","27467","Pont-Audemer",,
"27362","Landepéreuse","23","27","27056","Bernay",,
"27363","Le Landin","23","27","27103","Bourg-Achard",,
"27364","Launay","23","27","27051","Beaumont-le-Roger",,
"27365","Léry","23","27","27375","Louviers",,
"27366","Letteguives","23","27","76540","Rouen",,
"27367","Lieurey","23","27","27467","Pont-Audemer",,
"27368","Lignerolles","23","27","27507","Saint-André-de-l'Eure",,
"27369","Lilly","23","27","76312","Gournay-en-Bray",,
"27370","Lisors","23","27","27246","Fleury-sur-Andelle",,
"27371","Livet-sur-Authou","23","27","27116","Brionne",,
"27372","Longchamps","23","27","27226","Étrépagny",,
"27373","Lorleau","23","27","27246","Fleury-sur-Andelle",,
"27374","Louversey","23","27","27165","Conches-en-Ouche",,
"27375","Louviers","23","27","27375","Louviers",,
"27376","Louye","23","27","28134","Dreux",,
"27377","Lyons-la-Forêt","23","27","27246","Fleury-sur-Andelle",,
"27378","La Madeleine-de-Nonancourt","23","27","28348","Saint-Lubin-des-Joncherets - Nonancourt",,
"27379","Mainneville","23","27","76312","Gournay-en-Bray",,
"27380","Malleville-sur-le-Bec","23","27","27116","Brionne",,
"27381","Malouy","23","27","27056","Bernay",,
"27382","Mandeville","23","27","76540","Rouen",,
"27383","Mandres","23","27","27679","Verneuil-sur-Avre",,
"27384","Manneville-la-Raoult","23","27","14333","Honfleur",,
"27385","Manneville-sur-Risle","23","27","27467","Pont-Audemer",,
"27386","Le Manoir","23","27","27493","Romilly-sur-Andelle",,
"27387","Manthelon","23","27","27198","Damville",,
"27388","Marais-Vernier","23","27","27467","Pont-Audemer",,
"27389","Marbeuf","23","27","27428","Le Neubourg",,
"27390","Marcilly-la-Campagne","23","27","28348","Saint-Lubin-des-Joncherets - Nonancourt",,
"27391","Marcilly-sur-Eure","23","27","27230","Ézy-sur-Eure",,
"27392","Martagny","23","27","76312","Gournay-en-Bray",,
"27393","Martainville","23","27","27467","Pont-Audemer",,
"27394","Martot","23","27","76540","Rouen",,
"27395","Mélicourt","23","27","61214","L'Aigle",,
"27396","Ménesqueville","23","27","27246","Fleury-sur-Andelle",,
"27397","Ménilles","23","27","27448","Pacy-sur-Eure",,
"27398","Menneval","23","27","27056","Bernay",,
"27399","Mercey","23","27","27681","Vernon",,
"27400","Merey","23","27","27448","Pacy-sur-Eure",,
"27401","Le Mesnil-Fuguet","23","27","27229","Évreux",,
"27402","Le Mesnil-Hardray","23","27","27165","Conches-en-Ouche",,
"27403","Le Mesnil-Jourdain","23","27","27375","Louviers",,
"27404","Mesnil-Rousset","23","27","61214","L'Aigle",,
"27405","Mesnil-sous-Vienne","23","27","76312","Gournay-en-Bray",,
"27406","Mesnil-sur-l'Estrée","23","27","28134","Dreux",,
"27407","Mesnil-Verclives","23","27","27016","Les Andelys",,
"27408","Mézières-en-Vexin","23","27","27681","Vernon",,
"27410","Miserey","23","27","27229","Évreux",,
"27411","Moisville","23","27","28348","Saint-Lubin-des-Joncherets - Nonancourt",,
"27412","Montaure","23","27","27375","Louviers",,
"27413","Montfort-sur-Risle","23","27","27116","Brionne",,
"27414","Montreuil-l'Argillé","23","27","14478","Orbec",,
"27415","Morainville-Jouveaux","23","27","27467","Pont-Audemer",,
"27416","Buis-sur-Damville","23","27","27198","Damville",,
"27417","Morgny","23","27","27226","Étrépagny",,
"27418","Morsan","23","27","27056","Bernay",,
"27419","Mouettes","23","27","27230","Ézy-sur-Eure",,
"27420","Mouflaines","23","27","27226","Étrépagny",,
"27421","Mousseaux-Neuville","23","27","27507","Saint-André-de-l'Eure",,
"27422","Muids","23","27","27375","Louviers",,
"27423","Muzy","23","27","28134","Dreux",,
"27424","Nagel-Séez-Mesnil","23","27","27165","Conches-en-Ouche",,
"27425","Nassandres","23","27","27051","Beaumont-le-Roger",,
"27426","Neaufles-Saint-Martin","23","27","27284","Gisors",,
"27427","Neaufles-Auvergny","23","27","61214","L'Aigle",,
"27428","Le Neubourg","23","27","27428","Le Neubourg",,
"27429","Neuilly","23","27","27230","Ézy-sur-Eure",,
"27430","La Neuve-Grange","23","27","27226","Étrépagny",,
"27431","La Neuve-Lyre","23","27","61214","L'Aigle",,
"27432","La Neuville-du-Bosc","23","27","27428","Le Neubourg",,
"27433","Neuville-sur-Authou","23","27","27116","Brionne",,
"27434","Noards","23","27","27056","Bernay",,
"27435","La Noë-Poulain","23","27","27467","Pont-Audemer",,
"27436","Nogent-le-Sec","23","27","27165","Conches-en-Ouche",,
"27437","Nojeon-en-Vexin","23","27","27226","Étrépagny",,
"27438","Nonancourt","23","27","28348","Saint-Lubin-des-Joncherets - Nonancourt",,
"27439","Normanville","23","27","27229","Évreux",,
"27440","Notre-Dame-de-l'Isle","23","27","27681","Vernon",,
"27441","Notre-Dame-d'Épine","23","27","27116","Brionne",,
"27442","Notre-Dame-du-Hamel","23","27","61214","L'Aigle",,
"27444","Le Noyer-en-Ouche","23","27","27051","Beaumont-le-Roger",,
"27445","Noyers","23","27","27284","Gisors",,
"27446","Ormes","23","27","27165","Conches-en-Ouche",,
"27447","Orvaux","23","27","27165","Conches-en-Ouche",,
"27448","Pacy-sur-Eure","23","27","27448","Pacy-sur-Eure",,
"27449","Panilleuse","23","27","27681","Vernon",,
"27451","Parville","23","27","27229","Évreux",,
"27452","Perriers-la-Campagne","23","27","27116","Brionne",,
"27453","Perriers-sur-Andelle","23","27","27246","Fleury-sur-Andelle",,
"27454","Perruel","23","27","76540","Rouen",,
"27455","Piencourt","23","27","27056","Bernay",,
"27456","Pinterville","23","27","27375","Louviers",,
"27457","Piseux","23","27","27679","Verneuil-sur-Avre",,
"27458","Pîtres","23","27","27493","Romilly-sur-Andelle",,
"27459","Les Places","23","27","27056","Bernay",,
"27460","Plainville","23","27","27056","Bernay",,
"27462","Le Planquay","23","27","27056","Bernay",,
"27463","Plasnes","23","27","27056","Bernay",,
"27464","Le Plessis-Grohan","23","27","27229","Évreux",,
"27465","Le Plessis-Hébert","23","27","27448","Pacy-sur-Eure",,
"27466","Le Plessis-Sainte-Opportune","23","27","27051","Beaumont-le-Roger",,
"27467","Pont-Audemer","23","27","27467","Pont-Audemer",,
"27468","Pont-Authou","23","27","27116","Brionne",,
"27469","Pont-de-l'Arche","23","27","27469","Pont-de-l'Arche",,
"27470","Pont-Saint-Pierre","23","27","27493","Romilly-sur-Andelle",,
"27471","Porte-Joie","23","27","27375","Louviers",,
"27472","Portes","23","27","27165","Conches-en-Ouche",,
"27473","Port-Mort","23","27","27275","Gaillon",,
"27474","Poses","23","27","27375","Louviers",,
"27475","La Poterie-Mathieu","23","27","27467","Pont-Audemer",,
"27476","Les Préaux","23","27","27467","Pont-Audemer",,
"27477","Pressagny-l'Orgueilleux","23","27","27681","Vernon",,
"27478","Prey","23","27","27229","Évreux",,
"27480","Puchay","23","27","27226","Étrépagny",,
"27481","Pullay","23","27","27679","Verneuil-sur-Avre",,
"27482","La Pyle","23","27","27428","Le Neubourg",,
"27483","Quatremare","23","27","27375","Louviers",,
"27484","Quessigny","23","27","27507","Saint-André-de-l'Eure",,
"27485","Quillebeuf-sur-Seine","23","27","27467","Pont-Audemer",,
"27486","Quittebeuf","23","27","27428","Le Neubourg",,
"27487","Radepont","23","27","27246","Fleury-sur-Andelle",,
"27488","Renneville","23","27","27246","Fleury-sur-Andelle",,
"27489","Reuilly","23","27","27229","Évreux",,
"27490","Richeville","23","27","27226","Étrépagny",,
"27491","Roman","23","27","27198","Damville",,
"27492","Romilly-la-Puthenaye","23","27","27051","Beaumont-le-Roger",,
"27493","Romilly-sur-Andelle","23","27","27493","Romilly-sur-Andelle",,
"27495","La Roquette","23","27","27016","Les Andelys",,
"27496","Rosay-sur-Lieure","23","27","27246","Fleury-sur-Andelle",,
"27497","Rougemontiers","23","27","27103","Bourg-Achard",,
"27498","Rouge-Perriers","23","27","27428","Le Neubourg",,
"27499","La Roussière","23","27","14478","Orbec",,
"27500","Routot","23","27","27103","Bourg-Achard",,
"27501","Rouvray","23","27","27448","Pacy-sur-Eure",,
"27502","Rugles","23","27","61214","L'Aigle",,
"27503","Le Sacq","23","27","27198","Damville",,
"27504","Sacquenville","23","27","27229","Évreux",,
"27505","Saint-Agnan-de-Cernières","23","27","14478","Orbec",,
"27506","Saint-Amand-des-Hautes-Terres","23","27","76540","Rouen",,
"27507","Saint-André-de-l'Eure","23","27","27507","Saint-André-de-l'Eure",,
"27508","Saint-Antonin-de-Sommaire","23","27","61214","L'Aigle",,
"27510","Saint-Aquilin-de-Pacy","23","27","27448","Pacy-sur-Eure",,
"27511","Saint-Aubin-d'Écrosville","23","27","27428","Le Neubourg",,
"27512","Saint-Aubin-de-Scellon","23","27","27056","Bernay",,
"27513","Saint-Aubin-des-Hayes","23","27","27051","Beaumont-le-Roger",,
"27514","Saint-Aubin-du-Thenney","23","27","14478","Orbec",,
"27515","Saint-Aubin-le-Guichard","23","27","27051","Beaumont-le-Roger",,
"27516","Saint-Aubin-le-Vertueux","23","27","27056","Bernay",,
"27517","Saint-Aubin-sur-Gaillon","23","27","27275","Gaillon",,
"27518","Saint-Aubin-sur-Quillebeuf","23","27","27467","Pont-Audemer",,
"27519","Sainte-Barbe-sur-Gaillon","23","27","27275","Gaillon",,
"27520","Saint-Benoît-des-Ombres","23","27","27116","Brionne",,
"27521","Saint-Christophe-sur-Avre","23","27","27679","Verneuil-sur-Avre",,
"27522","Saint-Christophe-sur-Condé","23","27","27467","Pont-Audemer",,
"27523","Saint-Clair-d'Arcey","23","27","27056","Bernay",,
"27524","Sainte-Colombe-la-Commanderie","23","27","27428","Le Neubourg",,
"27525","Sainte-Colombe-près-Vernon","23","27","27275","Gaillon",,
"27526","Sainte-Croix-sur-Aizier","23","27","27467","Pont-Audemer",,
"27527","Saint-Cyr-de-Salerne","23","27","27116","Brionne",,
"27528","Le Vaudreuil","23","27","27375","Louviers",,
"27529","Saint-Cyr-la-Campagne","23","27","76540","Rouen",,
"27530","Saint-Denis-d'Augerons","23","27","14478","Orbec",,
"27531","Saint-Denis-des-Monts","23","27","76540","Rouen",,
"27532","Saint-Denis-du-Béhélan","23","27","27112","Breteuil",,
"27533","Saint-Denis-le-Ferment","23","27","27284","Gisors",,
"27534","Saint-Didier-des-Bois","23","27","76540","Rouen",,
"27535","Saint-Élier","23","27","27165","Conches-en-Ouche",,
"27536","Saint-Éloi-de-Fourques","23","27","27116","Brionne",,
"27537","Saint-Étienne-du-Vauvray","23","27","27375","Louviers",,
"27538","Saint-Étienne-l'Allier","23","27","27467","Pont-Audemer",,
"27539","Saint-Étienne-sous-Bailleul","23","27","27681","Vernon",,
"27540","Sainte-Geneviève-lès-Gasny","23","27","27681","Vernon",,
"27541","Saint-Georges-du-Mesnil","23","27","27467","Pont-Audemer",,
"27542","Saint-Georges-du-Vièvre","23","27","27467","Pont-Audemer",,
"27543","Saint-Georges-Motel","23","27","28134","Dreux",,
"27544","Saint-Germain-de-Fresney","23","27","27507","Saint-André-de-l'Eure",,
"27545","Saint-Germain-de-Pasquier","23","27","76540","Rouen",,
"27546","Saint-Germain-des-Angles","23","27","27229","Évreux",,
"27547","Saint-Germain-la-Campagne","23","27","14478","Orbec",,
"27548","Saint-Germain-sur-Avre","23","27","28348","Saint-Lubin-des-Joncherets - Nonancourt",,
"27549","Saint-Germain-Village","23","27","27467","Pont-Audemer",,
"27550","Saint-Grégoire-du-Vièvre","23","27","27116","Brionne",,
"27551","Saint-Jean-de-la-Léqueraye","23","27","27467","Pont-Audemer",,
"27552","Saint-Jean-du-Thenney","23","27","14478","Orbec",,
"27553","Saint-Julien-de-la-Liègue","23","27","27275","Gaillon",,
"27554","Saint-Just","23","27","27681","Vernon",,
"27555","Saint-Laurent-des-Bois","23","27","27507","Saint-André-de-l'Eure",,
"27556","Saint-Laurent-du-Tencement","23","27","61214","L'Aigle",,
"27557","Saint-Léger-de-Rôtes","23","27","27056","Bernay",,
"27558","Saint-Léger-du-Gennetey","23","27","27116","Brionne",,
"27560","Saint-Luc","23","27","27229","Évreux",,
"27561","Saint-Maclou","23","27","27467","Pont-Audemer",,
"27562","Saint-Marcel","23","27","27681","Vernon",,
"27563","Saint-Mards-de-Blacarville","23","27","27467","Pont-Audemer",,
"27564","Saint-Mards-de-Fresne","23","27","14478","Orbec",,
"27565","Sainte-Marguerite-de-l'Autel","23","27","27112","Breteuil",,
"27566","Sainte-Marguerite-en-Ouche","23","27","27051","Beaumont-le-Roger",,
"27567","Sainte-Marie-de-Vatimesnil","23","27","27226","Étrépagny",,
"27568","Sainte-Marthe","23","27","27165","Conches-en-Ouche",,
"27569","Saint-Martin-du-Tilleul","23","27","27056","Bernay",,
"27570","Saint-Martin-la-Campagne","23","27","27229","Évreux",,
"27571","Saint-Martin-Saint-Firmin","23","27","27467","Pont-Audemer",,
"27572","Saint-Meslin-du-Bosc","23","27","27428","Le Neubourg",,
"27573","Saint-Nicolas-d'Attez","23","27","27112","Breteuil",,
"27574","Saint-Nicolas-du-Bosc","23","27","27428","Le Neubourg",,
"27576","Sainte-Opportune-du-Bosc","23","27","27428","Le Neubourg",,
"27577","Sainte-Opportune-la-Mare","23","27","27467","Pont-Audemer",,
"27578","Saint-Ouen-d'Attez","23","27","27112","Breteuil",,
"27579","Saint-Ouen-de-Pontcheuil","23","27","76540","Rouen",,
"27580","Saint-Ouen-de-Thouberville","23","27","27103","Bourg-Achard",,
"27581","Saint-Ouen-des-Champs","23","27","27467","Pont-Audemer",,
"27582","Saint-Ouen-du-Tilleul","23","27","76540","Rouen",,
"27584","Saint-Paul-de-Fourques","23","27","27116","Brionne",,
"27586","Saint-Philbert-sur-Boissey","23","27","27116","Brionne",,
"27587","Saint-Philbert-sur-Risle","23","27","27467","Pont-Audemer",,
"27588","Saint-Pierre-d'Autils","23","27","27681","Vernon",,
"27589","Saint-Pierre-de-Bailleul","23","27","27275","Gaillon",,
"27590","Saint-Pierre-de-Cernières","23","27","14478","Orbec",,
"27591","Saint-Pierre-de-Cormeilles","23","27","27467","Pont-Audemer",,
"27592","Saint-Pierre-de-Salerne","23","27","27116","Brionne",,
"27593","Saint-Pierre-des-Fleurs","23","27","76540","Rouen",,
"27594","Saint-Pierre-des-Ifs","23","27","27467","Pont-Audemer",,
"27595","Saint-Pierre-du-Bosguérard","23","27","76540","Rouen",,
"27596","Saint-Pierre-du-Mesnil","23","27","14478","Orbec",,
"27597","Saint-Pierre-du-Val","23","27","14333","Honfleur",,
"27598","Saint-Pierre-du-Vauvray","23","27","27375","Louviers",,
"27599","Saint-Pierre-la-Garenne","23","27","27275","Gaillon",,
"27600","Saint-Quentin-des-Isles","23","27","27056","Bernay",,
"27601","Saint-Samson-de-la-Roque","23","27","27467","Pont-Audemer",,
"27602","Saint-Sébastien-de-Morsent","23","27","27229","Évreux",,
"27603","Saint-Siméon","23","27","27467","Pont-Audemer",,
"27604","Saint-Sulpice-de-Grimbouville","23","27","27467","Pont-Audemer",,
"27605","Saint-Sylvestre-de-Cormeilles","23","27","27467","Pont-Audemer",,
"27606","Saint-Symphorien","23","27","27467","Pont-Audemer",,
"27607","Saint-Thurien","23","27","27467","Pont-Audemer",,
"27608","Saint-Victor-de-Chrétienville","23","27","27056","Bernay",,
"27609","Saint-Victor-d'Épine","23","27","27116","Brionne",,
"27610","Saint-Victor-sur-Avre","23","27","27679","Verneuil-sur-Avre",,
"27611","Saint-Vigor","23","27","27229","Évreux",,
"27612","Saint-Vincent-des-Bois","23","27","27681","Vernon",,
"27613","Saint-Vincent-du-Boulay","23","27","27056","Bernay",,
"27614","Sancourt","23","27","27284","Gisors",,
"27615","Sassey","23","27","27229","Évreux",,
"27616","La Saussaye","23","27","76540","Rouen",,
"27617","Saussay-la-Campagne","23","27","27226","Étrépagny",,
"27618","Sébécourt","23","27","27165","Conches-en-Ouche",,
"27620","Selles","23","27","27467","Pont-Audemer",,
"27621","Serez","23","27","27507","Saint-André-de-l'Eure",,
"27622","Serquigny","23","27","27051","Beaumont-le-Roger",,
"27623","Surtauville","23","27","27375","Louviers",,
"27624","Surville","23","27","27375","Louviers",,
"27625","Suzay","23","27","27226","Étrépagny",,
"27626","Theillement","23","27","76540","Rouen",,
"27627","Le Theil-Nolent","23","27","27056","Bernay",,
"27628","Thevray","23","27","27051","Beaumont-le-Roger",,
"27629","Thiberville","23","27","27056","Bernay",,
"27630","Thibouville","23","27","27116","Brionne",,
"27631","Thierville","23","27","27116","Brionne",,
"27632","Le Thil","23","27","27226","Étrépagny",,
"27633","Les Thilliers-en-Vexin","23","27","27226","Étrépagny",,
"27634","Thomer-la-Sôgne","23","27","27507","Saint-André-de-l'Eure",,
"27635","Le Thuit","23","27","27016","Les Andelys",,
"27636","Le Thuit-Anger","23","27","76540","Rouen",,
"27637","Thuit-Hébert","23","27","76540","Rouen",,
"27638","Le Thuit-Signol","23","27","76540","Rouen",,
"27639","Le Thuit-Simer","23","27","76540","Rouen",,
"27640","Tilleul-Dame-Agnès","23","27","27165","Conches-en-Ouche",,
"27641","Le Tilleul-Lambert","23","27","27428","Le Neubourg",,
"27642","Le Tilleul-Othon","23","27","27051","Beaumont-le-Roger",,
"27643","Tillières-sur-Avre","23","27","27679","Verneuil-sur-Avre",,
"27644","Tilly","23","27","27681","Vernon",,
"27645","Tocqueville","23","27","27467","Pont-Audemer",,
"27646","Le Torpt","23","27","27467","Pont-Audemer",,
"27647","Tosny","23","27","27016","Les Andelys",,
"27648","Tostes","23","27","27469","Pont-de-l'Arche",,
"27649","Touffreville","23","27","27246","Fleury-sur-Andelle",,
"27650","Tournedos-Bois-Hubert","23","27","27428","Le Neubourg",,
"27651","Tournedos-sur-Seine","23","27","27375","Louviers",,
"27652","Tourneville","23","27","27229","Évreux",,
"27653","Tourny","23","27","27681","Vernon",,
"27654","Tourville-la-Campagne","23","27","76540","Rouen",,
"27655","Tourville-sur-Pont-Audemer","23","27","27467","Pont-Audemer",,
"27656","Toutainville","23","27","27467","Pont-Audemer",,
"27657","Touville","23","27","27103","Bourg-Achard",,
"27658","Le Tremblay-Omonville","23","27","27428","Le Neubourg",,
"27659","La Trinité","23","27","27229","Évreux",,
"27660","La Trinité-de-Réville","23","27","14478","Orbec",,
"27661","La Trinité-de-Thouberville","23","27","27103","Bourg-Achard",,
"27662","Triqueville","23","27","27467","Pont-Audemer",,
"27663","Le Troncq","23","27","27428","Le Neubourg",,
"27664","Le Tronquay","23","27","27246","Fleury-sur-Andelle",,
"27665","Trouville-la-Haule","23","27","27467","Pont-Audemer",,
"27666","La Vacherie","23","27","27229","Évreux",,
"27667","Valailles","23","27","27056","Bernay",,
"27668","Le Val-David","23","27","27229","Évreux",,
"27669","Valletot","23","27","27467","Pont-Audemer",,
"27670","Vandrimare","23","27","27246","Fleury-sur-Andelle",,
"27671","Vannecrocq","23","27","27467","Pont-Audemer",,
"27672","Vascoeuil","23","27","76540","Rouen",,
"27673","Vatteville","23","27","27493","Romilly-sur-Andelle",,
"27674","Vaux-sur-Eure","23","27","27448","Pacy-sur-Eure",,
"27676","Venables","23","27","27275","Gaillon",,
"27677","Venon","23","27","27375","Louviers",,
"27678","Les Ventes","23","27","27198","Damville",,
"27679","Verneuil-sur-Avre","23","27","27679","Verneuil-sur-Avre",,
"27680","Verneusses","23","27","14478","Orbec",,
"27681","Vernon","23","27","27681","Vernon",,
"27682","Vesly","23","27","27284","Gisors",,
"27683","Vézillon","23","27","27016","Les Andelys",,
"27684","Le Vieil-Évreux","23","27","27229","Évreux",,
"27685","La Vieille-Lyre","23","27","61214","L'Aigle",,
"27686","Vieux-Port","23","27","27467","Pont-Audemer",,
"27687","Vieux-Villez","23","27","27275","Gaillon",,
"27688","Villalet","23","27","27198","Damville",,
"27689","Villegats","23","27","27448","Pacy-sur-Eure",,
"27690","Villers-en-Vexin","23","27","27226","Étrépagny",,
"27691","Villers-sur-le-Roule","23","27","27275","Gaillon",,
"27692","Villettes","23","27","27428","Le Neubourg",,
"27693","Sylvains-les-Moulins","23","27","27198","Damville",,
"27694","Villez-sous-Bailleul","23","27","27275","Gaillon",,
"27695","Villez-sur-le-Neubourg","23","27","27428","Le Neubourg",,
"27696","Villiers-en-Désoeuvre","23","27","27230","Ézy-sur-Eure",,
"27697","Vironvay","23","27","27375","Louviers",,
